# File gs1826-24_3.530h.dat
# Created Thu Oct 13 16:48:39 2016
#
# This profile forms part of the sample assembled for the paper
#   "Thermonuclear burst observations for model comparisons: a reference
#   catalogue" by Galloway, Goodwin & Keek (2017), PASA 34, e019
#   DOI: https://doi.org/10.1017/pasa.2017.12; published online: 19/4/2017
#
# The dataset can be cited as
#   Duncan K. Galloway (2017). Dataset: Thermonuclear Burst Observations for
#   Model Comparisons: A Reference Sample.
#   DOI: http://dx.doi.org/10.4225/50/58e720d5d95a7
#
# This profile is an average calculated from the profiles of MINBAR bursts 
# #3481, 3482, 3485, 3486, 3487, 3488 & 3489
# (#58, 59, 61, 62, 63 64 & 65 in Galloway et al. 2008, ApJS 179, 360), of
# GS 1826-24, observed on 
# MJD 54167-54169 by the Rossi X-ray Timing Explorer (RXTE).
# Burst #3485 is the "key", from which the time bins for the average
# profile are taken.
# Two additional bursts (#3480 & 3483, or #67 & 70 in G08) observed on
# that day were excluded from the average because of issues affecting
# parts of the burst lightcurve. See also
# http://burst.sci.monash.edu/minbar for full details of the source sample
#
# The burst recurrence time is derived from a linear fit to the times of
# these 9 RXTE bursts and 1 additional burst observed by INTEGRAL/JEM-X
# around the same time. 
# The fit incorporates intrinsic variations in the
# recurrence time, arising (for example) from the variations in accretion
# rate over the interval
#
# Assumed cycle count is
# [ 0, 1, 2, 3, 7, 8,10,11,12,14]
# Average recurrence time is 3.350 +/- 0.04 hr.
#
# This version of the data now includes deadtime correction (see 
# http://heasarc.gsfc.nasa.gov/docs/xte/recipes/pca_deadtime.html)
# and has the updated effective area of the v11.7 responses (see
# http://www.universe.nasa.gov/xrays/programs/rxte/pca/doc/rmf/pca-arf-2011
#
# All uncertainties below are at 1-sigma (68%) confidence. Note that the
# time value specifies the BEGINNING of the time bin
#
# Columns are:
 34.250  2.000  12.13    0.321   1.814  0.038  104.520   8.314  1.197
 36.250  2.000  11.58    0.504   1.786  0.023  105.868   6.676  1.137
 38.250  2.000  11.07    0.487   1.775  0.020  103.726   5.530  1.136
 40.250  2.000  10.71    0.355   1.772  0.029  101.362   6.997  1.159
 42.250  2.000  10.28    0.471   1.750  0.035  102.115   6.618  1.336
 44.250  2.000   9.70    0.338   1.727  0.046  102.062  10.535  1.500
 46.250  2.000   9.44    0.599   1.709  0.036  102.710   4.722  1.293
 48.250  2.000   9.23    0.564   1.711  0.034  100.013   4.507  1.583
 50.250  2.000   8.86    0.344   1.694  0.029  100.147   4.382  1.696
 52.250  2.000   8.48    0.242   1.688  0.029   97.403   4.736  1.491
 54.250  2.000   8.15    0.266   1.695  0.033   92.073   7.317  1.321
 57.250  4.000   7.60    0.146   1.681  0.038   88.952   8.058  1.536
 61.250  4.000   6.96    0.344   1.654  0.029   86.906   7.343  1.967
 65.250  4.000   6.44    0.206   1.645  0.025   82.015   3.739  1.651
 69.250  4.000   6.00    0.235   1.600  0.023   85.336   5.157  1.894
 73.250  4.000   5.44    0.279   1.607  0.018   76.083   6.255  2.100
 77.250  4.000   5.05    0.272   1.601  0.030   71.407   3.706  2.063
 83.250  8.000   4.40    0.150   1.571  0.016   67.219   3.185  2.168
 91.250  8.000   3.58    0.142   1.566  0.018   55.546   3.474  2.492
103.250 16.000   2.74    0.134   1.538  0.023   45.504   2.843  2.258
127.250 32.000   1.40    0.123   1.499  0.044   25.261   2.337  2.206
159.250 32.000   0.53    0.060   1.463  0.091   11.053   2.620  1.496
191.250 32.000   0.32    0.044   1.464  0.092    6.803   1.555  1.249
211.433  8.366   0.23    0.068   1.265  0.110   10.005   5.721  1.069
